s3_image_path,s3_resized_image_path,s3_mask_path,caption,a1,a2,a3,a4
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000059.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000059.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000059.png,"Products placed on golden, white pollen background with a snow flake.",the best winter skincare products to try this year,"there is a bottle of deodorant, a bottle of deodorant, and",a bunch of products on a blanket with snowflakes,an assortment of nivea products on a blanket
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000060.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000060.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000060.png,Products placed on a blue background with frozen trees in the background.,a range of bottles of nivea milk,three bottles of nivea on a blue background with trees in the background,three bottles of nivea creme on a blue background,three bottles of nivea on a blue background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000061.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000061.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000061.png,Products placed on white wavy creamy background and dark blue background.,nivea body lotion bottles on a blue and white background,three bottles of nivea body wash on a blue and white background,three bottles of nivea products on a blue and white background,three bottles of nivea products on a blue and white background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000062.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000062.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000062.png,Products placed on white cubes of different heights with a big blue droplet in front surrounded by blue background.,nivea products on a blue background,three bottles of nivea body wash and a bottle of body lotion on a blue surface,three bottles of nivea products on a blue background,four bottles of nivea lotion on a blue background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000063.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000063.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000063.png,Products placed on alternating white and blue background with a small splash of white cream on top. ,nivea all natural body lotion bottles on a blue and white background,there are three bottles of nivex on a blue and white background,three bottles of nivea lotion on a blue and white background,four bottles of nivea lotion on a blue and white background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000064.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000064.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000064.png,Product placed on  wavy green background with aloe vera on sides.,this image may contain bottle and cosmetics,there is a bottle of aloe vera on a green surface next to an aloe vera leaf,a bottle of aloe vera lotion next to a slice of aloe vera,a bottle of aloe vera gel on a green background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000065.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000065.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000065.png,"Products placed on white cylindrical cartoons of different heights with almonds, aloe vera slices placed in front surround by blue background",nivea all natural skincare products,three bottles of nivea products on a table with almonds and almonds,several bottles of nivea products on a blue table,four bottles of nivea lotion on a blue table
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000066.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000066.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000066.png,Products placed on a circular marble and golden coloured cloth with candles placed on the circular marble.,a collection of three bottles of nivea body lotion and a candle on a marble table,"there is a bottle of nivex, a candle, and a candle on a plate",three bottles of nivea on a bed next to a candle,three bottles of nivea body lotion on a bed
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000067.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000067.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000067.png,A product placed on  white cylindrical cartons with blue background and big white droplet in it.,this image may contain bottle and cosmetics,three bottles of nivex on a blue surface with a drop of water in the background,a group of bottles of nivea products,three bottles of nivea lotion on a blue background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000068.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000068.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000068.png,A product on a big white droplet surrounded by a dark blue background white light shining out from the droplet to the background.,a bottle of nivea body milk,this is an image of a bottle of nivea body lotion on a blue background,a bottle of nivea body lotion on a blue background,a bottle of nivea lotion on a blue background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000069.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000069.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000069.png,Products held in hands with a blue background.,this image may contain bottle and cosmetics,someone is holding three bottles of nivex on a blue background,a group of people holding bottles of nivea lotion,hands holding four bottles of nivea lotion
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000070.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000070.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000070.png,"Products placed on pink coloured cubes of different heights with water melon slice, strawberry and rose on the cubes surrounded by pink background.",this image may contain cosmetics and bottle,there are two lip bales and a strawberry on a pink pedestal,three pink boxes with tubes of lip balm on them,three lipsticks sitting on top of pink cubes
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000071.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000071.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000071.png,Products placed on top of pink stair with cherry in steps of the stair with pink background.,this image may contain advertisement poster flyer paper brochure and flyer,there is a picture of a staircase with cherries and an apple on top of it,a set of stairs with two lipsticks and berries on them,a pink staircase with cherries and blackberries on it
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000072.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000072.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000072.png,Products placed on pink coloured cubes of different heights with plastic model of lips on and off the cubes.,this image may contain cosmetics and bottle,several lip bales are arranged on a pedestal with a pink background,a group of lipsticks on pink pedestals,four different types of lipstick on a pink background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000073.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000073.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000073.png,"Products placed on red, pink, blue and brown coloured stripes with white background in the corner.",this image may contain cosmetics and bottle,there are three different colors of nivea lip bales on a striped surface,three tubes of lip balm sitting on top of a colorful background,nyx cosmetics lip creams
